 EPOCH1D v4.9.2   v4.9.2-0-ged589c1e-clean 1522760112.66               

 Loaded 65536 particles of species "Electron"
 Loaded 65536 particles of species "Ion"
Wrote normal  dump number  413 at time  0.413254642317E-13 and iteration    881
Wrote normal  dump number  414 at time  0.414192791334E-13 and iteration    883
Wrote normal  dump number  415 at time  0.415130940352E-13 and iteration    885
Wrote normal  dump number  416 at time  0.416069089370E-13 and iteration    887
Wrote normal  dump number  417 at time  0.417007238388E-13 and iteration    889
Wrote normal  dump number  418 at time  0.418414461914E-13 and iteration    892
Wrote normal  dump number  419 at time  0.419352610932E-13 and iteration    894
Wrote full    dump number  420 at time  0.420290759950E-13 and iteration    896
Wrote normal  dump number  421 at time  0.421228908967E-13 and iteration    898
Wrote normal  dump number  422 at time  0.422167057985E-13 and iteration    900
Wrote normal  dump number  423 at time  0.423105207003E-13 and iteration    902
Wrote normal  dump number  424 at time  0.424043356021E-13 and iteration    904
Wrote normal  dump number  425 at time  0.425450579547E-13 and iteration    907
Wrote normal  dump number  426 at time  0.426388728565E-13 and iteration    909
Wrote normal  dump number  427 at time  0.427326877583E-13 and iteration    911
Wrote normal  dump number  428 at time  0.428265026600E-13 and iteration    913
Wrote normal  dump number  429 at time  0.429203175618E-13 and iteration    915
Wrote full    dump number  430 at time  0.430141324636E-13 and iteration    917
Wrote normal  dump number  431 at time  0.431079473654E-13 and iteration    919
Wrote normal  dump number  432 at time  0.432017622671E-13 and iteration    921
Wrote normal  dump number  433 at time  0.433424846198E-13 and iteration    924
Wrote normal  dump number  434 at time  0.434362995216E-13 and iteration    926
Wrote normal  dump number  435 at time  0.435301144234E-13 and iteration    928
Wrote normal  dump number  436 at time  0.436239293251E-13 and iteration    930
Wrote normal  dump number  437 at time  0.437177442269E-13 and iteration    932
Wrote normal  dump number  438 at time  0.438115591287E-13 and iteration    934
Wrote normal  dump number  439 at time  0.439053740305E-13 and iteration    936
Wrote full    dump number  440 at time  0.440460963831E-13 and iteration    939
Wrote normal  dump number  441 at time  0.441399112849E-13 and iteration    941
Wrote normal  dump number  442 at time  0.442337261867E-13 and iteration    943
Wrote normal  dump number  443 at time  0.443275410884E-13 and iteration    945
Wrote normal  dump number  444 at time  0.444213559902E-13 and iteration    947
Wrote normal  dump number  445 at time  0.445151708920E-13 and iteration    949
Wrote normal  dump number  446 at time  0.446089857938E-13 and iteration    951
Wrote normal  dump number  447 at time  0.447028006955E-13 and iteration    953
Wrote normal  dump number  448 at time  0.448435230482E-13 and iteration    956
Wrote normal  dump number  449 at time  0.449373379500E-13 and iteration    958
Wrote full    dump number  450 at time  0.450311528517E-13 and iteration    960
Wrote normal  dump number  451 at time  0.451249677535E-13 and iteration    962
Wrote normal  dump number  452 at time  0.452187826553E-13 and iteration    964
Wrote normal  dump number  453 at time  0.453125975571E-13 and iteration    966
Wrote normal  dump number  454 at time  0.454064124588E-13 and iteration    968
Wrote normal  dump number  455 at time  0.455002273606E-13 and iteration    970
Wrote normal  dump number  456 at time  0.456409497133E-13 and iteration    973
Wrote normal  dump number  457 at time  0.457347646151E-13 and iteration    975
Wrote normal  dump number  458 at time  0.458285795168E-13 and iteration    977
Wrote normal  dump number  459 at time  0.459223944186E-13 and iteration    979
Wrote full    dump number  460 at time  0.460162093204E-13 and iteration    981
Wrote normal  dump number  461 at time  0.461100242222E-13 and iteration    983
Wrote normal  dump number  462 at time  0.462038391239E-13 and iteration    985
Wrote normal  dump number  463 at time  0.463445614766E-13 and iteration    988
Wrote normal  dump number  464 at time  0.464383763784E-13 and iteration    990
Wrote normal  dump number  465 at time  0.465321912801E-13 and iteration    992
Wrote normal  dump number  466 at time  0.466260061819E-13 and iteration    994
Wrote normal  dump number  467 at time  0.467198210837E-13 and iteration    996
Wrote normal  dump number  468 at time  0.468136359855E-13 and iteration    998
Wrote normal  dump number  469 at time  0.469074508872E-13 and iteration   1000
Wrote full    dump number  470 at time  0.470012657890E-13 and iteration   1002
Wrote normal  dump number  471 at time  0.471419881417E-13 and iteration   1005
Wrote normal  dump number  472 at time  0.472358030434E-13 and iteration   1007
Wrote normal  dump number  473 at time  0.473296179452E-13 and iteration   1009
Wrote normal  dump number  474 at time  0.474234328470E-13 and iteration   1011
Wrote normal  dump number  475 at time  0.475172477488E-13 and iteration   1013
Wrote normal  dump number  476 at time  0.476110626505E-13 and iteration   1015
Wrote normal  dump number  477 at time  0.477048775523E-13 and iteration   1017
Wrote normal  dump number  478 at time  0.478455999050E-13 and iteration   1020
Wrote normal  dump number  479 at time  0.479394148068E-13 and iteration   1022
Wrote full    dump number  480 at time  0.480332297085E-13 and iteration   1024
Wrote normal  dump number  481 at time  0.481270446103E-13 and iteration   1026
Wrote normal  dump number  482 at time  0.482208595121E-13 and iteration   1028
Wrote normal  dump number  483 at time  0.483146744139E-13 and iteration   1030
Wrote normal  dump number  484 at time  0.484084893156E-13 and iteration   1032
Wrote normal  dump number  485 at time  0.485023042174E-13 and iteration   1034
Wrote normal  dump number  486 at time  0.486430265701E-13 and iteration   1037
Wrote normal  dump number  487 at time  0.487368414718E-13 and iteration   1039
Wrote normal  dump number  488 at time  0.488306563736E-13 and iteration   1041
Wrote normal  dump number  489 at time  0.489244712754E-13 and iteration   1043
Wrote full    dump number  490 at time  0.490182861772E-13 and iteration   1045
Wrote normal  dump number  491 at time  0.491121010789E-13 and iteration   1047
Wrote normal  dump number  492 at time  0.492059159807E-13 and iteration   1049
Wrote normal  dump number  493 at time  0.493466383334E-13 and iteration   1052
Wrote normal  dump number  494 at time  0.494404532352E-13 and iteration   1054
Wrote normal  dump number  495 at time  0.495342681369E-13 and iteration   1056
Wrote normal  dump number  496 at time  0.496280830387E-13 and iteration   1058
Wrote normal  dump number  497 at time  0.497218979405E-13 and iteration   1060
Wrote normal  dump number  498 at time  0.498157128422E-13 and iteration   1062
Wrote normal  dump number  499 at time  0.499095277440E-13 and iteration   1064
Wrote full    dump number  500 at time  0.500033426458E-13 and iteration   1066
Wrote normal  dump number  501 at time  0.500267963712E-13 and iteration   1066
